SongNumber,SongID,AlbumID,AlbumName,ArtistID,ArtistLatitude,ArtistLocation,ArtistLongitude,ArtistName,Danceability,Duration,KeySignature,KeySignatureConfidence,Tempo,TimeSignature,TimeSignatureConfidence,Title,Year,song_hotttnesss,artist_familiarity,artist_hotttnesss,release,analysis_sample_rate,end_of_fade_in,energy,key,loudness,mode,start_of_fade_out,track_id
3686,"b'SOLIERS12A58A75718'",525924,"b'Power Trance Vol. 4'","b'ARXWBOL11E2835E5BB'",,"b''",,"b'Abbott & Chambers'",0.0,496.06485,7,0.668,138.012,4,0.0,"b'Where Are You'",0,nan,0.5612109197608985,0.21893641516044704,b'Power Trance Vol. 4',22050,0.0,0.0,7,-6.466,1,486.243,b'TRAMNIE128F92ECFDD'
3687,"b'SOEUWCB12AB0183A31'",390092,"b'Ikuinen Virta'","b'AR4G2AQ1187FB59D5B'",64.95014,"b'Finland'",26.06739,"b'Indica'",0.0,210.85995,7,0.422,112.795,4,0.381,"b'Ihmisen Lento'",0,0.5324827075077003,0.6047793026785834,0.38925674304397423,b'Ikuinen Virta',22050,0.119,0.0,7,-6.676,0,205.247,b'TRAMNJB128F92EFDC7'
3688,"b'SOOOWUL12AB0182785'",548422,"b'Walking In Faith'","b'AR1W3MA1187B99E6D8'",31.1689,"b'Texas'",-100.07715,"b'Danny Wright'",0.0,109.03465,0,0.103,108.718,4,0.609,"b'Walking in Faith_ Reprise'",0,0.0,0.49089798839115084,0.3653021909738527,b'Walking In Faith',22050,0.314,0.0,0,-17.471,1,98.511,b'TRAMNPV128F932AC6D'
3689,"b'SOWLRCG12A6D4F7D25'",22465,"b'Word On Tha Streets'","b'AREB22L1187B9A4BCE'",,"b''",,"b'Bad Azz'",0.0,211.30404,10,0.004,86.979,4,0.82,"b'Tha Stand'",1998,0.0,0.55205380333855,0.3413762676298949,b'Word On Tha Streets',22050,0.156,0.0,10,-5.108,1,201.015,b'TRAMNQJ128F1456E04'
3690,"b'SOETFHY12AAF3B3FD4'",383455,"b'The Independent Scrutineer'","b'ARN4IYF1187FB49D76'",,"b''",,"b'Pagan Wanderer Lu'",0.0,346.25261,7,0.72,134.909,3,0.817,"b'Knight -> King 4'",2006,nan,0.45360053886418067,0.3508035740686485,b'The Independent Scrutineer',22050,0.0,0.0,7,-7.523,1,321.596,b'TRAMNUL128F92DFD82'
3691,"b'SOENVPC12A58A771C4'",65452,"b'The Dimension Dolls'","b'ARRVGAX1187FB4D745'",35.21962,"b'Bellhaven NC'",-80.01955,"b'Little Eva'",0.0,171.78077,1,0.671,120.026,4,0.55,"b'Up On The Roof (LP Version)'",0,0.425339880254588,0.5901310518953434,0.3845495279364634,b'The Dimension Dolls',22050,0.154,0.0,1,-7.517,1,165.291,b'TRAMNUT128F14B07A9'
3692,"b'SOXIDBV12AAF3B3B76'",382369,"b'Olhar Brasileiro'","b'AR0FQ071187B9ACEC0'",,"b''",,"b'Eduardo Dusek'",0.0,160.7571,2,0.523,111.802,3,1.0,"b'Nostradamus'",2000,0.4744965757128489,0.40704480621528977,0.2904050896801759,b'Olhar Brasileiro',22050,0.351,0.0,2,-7.667,1,153.136,b'TRAMNVF128F92DE562'
3693,"b'SOGVKJE12AB017DA9C'",386073,"b'Serie Tradicional - La Ca\xc3\xb1aguatera  CD 1'","b'ARARFT81187FB41EEA'",,"b''",,"b'Alfredo Guti\xc3\xa9rrez'",0.0,133.95546,0,0.398,95.971,4,0.637,"b'Linda mariposa'",0,nan,0.37813013436299636,0.2792557598816767,b'Serie Tradicional - La Ca\xc3\xb1aguatera  CD 1',22050,0.0,0.0,0,-6.013,1,128.377,b'TRAMNVF128F92E6392'
3694,"b'SOMAJVT12A6D4FB162'",226559,"b'Sanddollars EP'","b'AR0B3RS1187FB48F5D'",39.10644,"b'Cincinnati OH'",-84.50469,"b'Why?'",0.0,173.68771,0,0.719,132.462,1,0.069,"b"Miss Ohio's Nameless"",0,0.5746932970850078,0.8220349621993864,0.4770197895144525,b'Sanddollars EP',22050,0.623,0.0,0,-6.913,1,154.03,b'TRAMOBS128F4216395'
3695,"b'SOIHARY12A8C1338E8'",282390,"b'All Money Is Legal'","b'ARC18161187FB4CF4B'",40.71455,"b'New York NY'",-74.00712,"b'Amil'",0.0,269.19138,7,0.397,90.894,4,0.724,"b'Get Down'",2000,0.3347065490692206,0.5832986299963719,0.3545743705085378,b'All Money Is Legal',22050,0.154,0.0,7,-6.875,1,258.943,b'TRAMODP128F426247B'
3696,"b'SOIAQFI12AF729E236'",667208,"b'Pink Crustaceans and  Good Vibrations'","b'ARO5P0H1187FB5BAD7'",,"b'Kona HI'",,"b'Pepper'",0.0,172.87791,9,0.703,98.173,3,0.74,"b'Musical 69'",2008,nan,0.7651414179080641,0.4714932266763217,b'Pink Crustaceans and  Good Vibrations',22050,0.0,0.0,9,-5.935,1,164.095,b'TRAMOGA12903CB4421'
3697,"b'SOBKSMX12A6D4F9750'",166718,"b'Say Say Say (Waiting 4 U)'","b'ARMGO941187FB3B52A'",,"b''",,"b'Hi-Tack'",0.0,345.96526,7,0.395,129.146,4,0.0,"b"Say Say Say (Waiting 4 U) (Tocadisco's Not Guilty Remix)"",2006,0.3231121208952123,0.49725419334485377,0.4257688838906011,b'Say Say Say (Waiting 4 U)',22050,0.229,0.0,7,-7.908,1,334.588,b'TRAMOGF128F428C9F3'
3698,"b'SOUAOPT12AB0182B82'",422324,"b'Wuz'","b'ARLBNAC1187FB47151'",,"b''",,"b'Alex Gopher'",0.0,684.79955,7,0.365,125.147,3,1.0,"b"Keep on dancin' (Last man standin')"",0,nan,0.6486922863011286,0.3933694061464494,b'Wuz',22050,2.113,0.0,7,-12.114,1,663.841,b'TRAMOGP128F933CE78'
3699,"b'SOLDBZO12A8C13D2A5'",259754,"b'Rumba Congo'","b'AROQ9OT1187B99E88D'",,"b''",,"b'K\xc3\xa9k\xc3\xa9l\xc3\xa9'",0.0,264.12363,9,0.62,139.243,5,1.0,"b'Dido'",2001,0.3347065490692206,0.4101459923104806,0.31030914866795456,b'Rumba Congo',22050,0.276,0.0,9,-6.112,1,257.451,b'TRAMOKE128F4267302'
3700,"b'SOXXYXY12AB01851E5'",559001,"b'Country Hits Vol. 5'","b'ARVQ4QM1187B98AD95'",33.52029,"b'Birmingham AL'",-86.8115,"b'Hank Penny'",0.0,170.47465,1,0.142,117.726,4,0.852,"b'Steel Guiter Stomp'",2008,nan,0.44585463135951076,0.3475988886835368,b'Country Hits Vol. 5',22050,0.0,0.0,1,-12.361,0,166.522,b'TRAMOKN128F9348196'
3701,"b'SOFPYWI12AB017E7C0'",484720,"b'Action / Adventure'","b'AR1WLWQ1187B989B85'",,"b''",,"b'Dealership'",0.0,103.52281,10,0.691,107.002,4,0.518,"b"I Don't Want Your Love"",2004,0.35513930220333156,0.494911483413335,0.3071887090406312,b'Action / Adventure',22050,0.0,0.0,10,-7.403,1,91.696,b'TRAMOLS128F92F99E3'
3702,"b'SONSVNR12A8C1405E7'",372601,"b'Stars of Radio & Television'","b'ARZJFOF1269FB36799'",,"b''",,"b'Frankie Howard'",0.0,198.73914,8,0.71,165.903,5,0.749,"b'Three Little Fishes'",0,0.0,0.0921250734123447,0.0,b'Stars of Radio & Television',22050,0.363,0.0,8,-18.75,1,198.739,b'TRAMOON128F92CB142'
3703,"b'SOEOEZA12AB018530E'",547009,"b'Freakhouse'","b'ARCPN4U1187B9A94B7'",42.21464,"b'South Hadley Massachusetts USA'",-72.59378,"b'Freakhouse'",0.0,204.06812,7,0.466,78.019,3,0.984,"b'Submit'",0,0.0,0.6983882645342994,0.36609862722140535,b'Freakhouse',22050,0.0,0.0,7,-3.638,1,204.068,b'TRAMOOQ128F93268E3'
3704,"b'SOARXSQ12A67020F78'",10147,"b'Siamese Dream'","b'ARN5NHX1187FB4F755'",41.88415,"b'Chicago IL'",-87.63241,"b'The Smashing Pumpkins'",0.0,246.93506,0,1.0,115.938,3,0.733,"b'Rocket'",1993,0.7137499442479839,0.8879204501926365,0.6472247237795797,b'Siamese Dream',22050,0.202,0.0,0,-11.253,1,239.409,b'TRAMOPU128E07888FD'
3705,"b'SOCPVQM12AB0184ABB'",648825,"b'Belle Isle Players'","b'ARCZGEP122988F4890'",,"b''",,"b'Starski and Clutch'",0.0,239.80363,1,0.01,165.252,4,0.877,"b'Belle Isle Players'",0,nan,0.3943218959013579,0.25283829164784516,b'Belle Isle Players',22050,23.841,0.0,1,-13.248,0,235.822,b'TRAMOUF128F9353A1B'
3706,"b'SOZBCID12AC468B7E6'",686183,"b'The Walking Cycloon'","b'ARFZNR41187B990AF7'",,"b'Vance MS'",,"b'Sunnyland Slim'",0.0,148.47955,9,0.658,106.545,1,0.0,"b'Hard Times (feat. Floyd Jones)'",0,0.21508031850922793,0.4857929193413322,0.33287056693742817,b'The Walking Cycloon',22050,0.287,0.0,9,-14.101,1,143.296,b'TRAMOWI12903CE9331'
3707,"b'SOIJZUS12A6D4F73B1'",84421,"b'One More Time!'","b'ARGPFYP1187B98F5CB'",39.75911,"b'Dayton OH'",-84.19444,"b'The Highwaymen'",0.0,277.83791,7,1.0,154.188,3,1.0,"b'Abilene'",0,0.25140787815686916,0.6833410359778677,0.4682468358847439,b'One More Time!',22050,0.0,0.0,7,-20.803,1,265.752,b'TRAMOXE128EF36565E'
3708,"b'SOKYNPU12A6D4F8462'",29467,"b'Corazon De Barco'","b'ARJRQL51187FB541AB'",,"b''",,"b'Juan Carlos Baglietto'",0.0,225.33179,0,0.612,86.794,4,0.07,"b'Amor Siciliano'",0,0.24906579485370342,0.5408813491958131,0.386630836509906,b'Corazon De Barco',22050,0.247,0.0,0,-11.06,1,213.415,b'TRAMOYG128F146B4DD'
3709,"b'SOQFVNY12A58A7F001'",201649,"b"Passin' The Faith Along"","b'AREAEX91187B98DC01'",,"b''",,"b'Gaither Vocal Band'",0.0,180.92363,7,0.816,86.249,4,0.701,"b"Passin' The Faith Along"",0,0.43854502856067085,0.6291860171220557,0.36148373279248963,b"Passin' The Faith Along",22050,0.0,0.0,7,-9.324,1,171.491,b'TRAMOZP128F425B7BC'
3710,"b'SOAAFUV12AB018831D'",762448,"b'Resistance'","b'AR5ZGC11187FB417A3'",37.27188,"b'California'",-119.27023,"b'Big Mountain'",0.0,216.05832,2,0.543,149.169,4,0.315,"b'Where Do The Children Play? (LP Version)'",0,nan,0.6235016600579499,0.4223804090668267,b'Resistance',22050,0.0,0.0,2,-7.885,1,199.39,b'TRAMPCN12903CC4E5B'
3711,"b'SODTEMK12AF72A7210'",316046,"b'The Collection'","b'ARIWB161187B9AA1D5'",,"b'Forest Hills Queens New York City NY USA'",,"b'Simon & Garfunkel'",0.0,138.70975,2,0.97,181.41,4,0.008,"b"A Simple Desultory Philippic (Or How I Was Robert McNamara'd Into Submission)"",1966,nan,0.5939729533561823,0.5103249861005498,b'The Collection',22050,0.073,0.0,2,-10.222,1,131.628,b'TRAMPCW128F92CC022'
3712,"b'SONDTMH12AC468965E'",782647,"b'The Very Best of Professor Longhair'","b'ARA8O8L1187B9AD61D'",30.79062,"b'Bogalusa LA'",-89.8643,"b'Professor Longhair'",0.0,127.37261,3,0.773,164.648,4,1.0,"b'No Buts - No Maybes'",1993,0.42744657148843085,0.6117711132155927,0.40205489673447026,b'The Very Best of Professor Longhair',22050,0.0,0.0,3,-7.992,1,124.709,b'TRAMPHV12903CF952C'
3713,"b'SOXINEE12AB0189B66'",371527,"b'The Krypt_ Los Angeles_ CA 1984'","b'ARE7FPO1187B9AF7CF'",,"b''",,"b'Kommunity FK'",0.0,213.75955,3,0.311,91.312,1,0.187,"b'Junkies 1984'",0,0.0,0.5473919897085389,0.35196073940416633,b'The Krypt_ Los Angeles_ CA 1984',22050,0.0,0.0,3,-6.667,1,213.76,b'TRAMPJS128F933B5D1'
3714,"b'SOYXCOI12A8C1421AB'",521002,"b'Perfect World'","b'AR3CLBX1187FB5A307'",,"b''",,"b'Richi M.'",0.0,590.00118,1,0.16,136.826,4,0.495,"b'Wake Me Up'",1998,nan,0.4354481914350784,0.2916858399041195,b'Perfect World',22050,0.317,0.0,1,-8.729,1,585.886,b'TRAMPPE128F92E1218'
3715,"b'SOVTNTH12A8C1421C9'",312331,"b'Srv'","b'ART3O5Z1187B9AB043'",32.77815,"b'Dallas TX'",-96.7954,"b'Stevie Ray Vaughan And Double Trouble'",0.0,256.13016,4,0.191,158.136,1,0.0,"b'Come On (Pt. III)'",0,nan,0.7337989404362274,0.544257505724526,b'Srv',22050,0.264,0.0,4,-9.716,1,250.758,b'TRAMPPQ128F92C2E36'
3716,"b'SOIYMOP12A6D4FB02E'",62348,"b'Zig Zag Walk'","b'ARJVTRE1187B9959C0'",40.71455,"b'London England'",-74.00712,"b'Foghat'",0.0,235.75465,9,0.547,187.314,4,0.0,"b'Three Wheel Cadillac'",1983,nan,0.7142014472093124,0.49612334604345754,b'Zig Zag Walk',22050,0.894,0.0,9,-6.961,1,214.918,b'TRAMPPS128F14A9068'
3717,"b'SOHVBFS12A8C13E159'",301587,"b'Rose Marie'","b'ARF4V431187FB3AA41'",27.94653,"b'Tampa FL'",-82.45927,"b'Slim Whitman'",0.0,152.42404,0,0.359,106.637,3,0.371,"b'Cattle Call'",1993,nan,0.5164437797727629,0.38666909170602387,b'Rose Marie',22050,0.0,0.0,0,-11.271,1,144.782,b'TRAMPPX128F429BF75'
3718,"b'SOZGJIY12AB0186634'",466626,"b'Closer To It!'","b'ARHMZAR1187B9B077C'",,"b''",,"b"Brian Auger's Oblivion Express"",0.0,360.30649,0,0.03,107.053,4,0.813,"b'Voices Of Other Times'",1999,0.37598430150044215,0.45077911318087116,0.3246724971075838,b'Closer To It!',22050,0.0,0.0,0,-12.601,1,348.27,b'TRAMPQY128F933935E'
3719,"b'SOIIXNV12AB018265A'",560455,"b'The March'","b'AR6G6G01187B9B1637'",,"b''",,"b'Unearth'",0.0,197.25016,7,0.76,77.399,4,0.415,"b'Crow Killer'",2008,0.6460422706820783,0.7721725426102736,0.48740699447692937,b'The March',22050,0.0,0.0,7,-5.071,1,192.575,b'TRAMPWN128F934C221'
3720,"b'SORMVVP12AB017B071'",405251,"b'Happy Day'","b'AROCP781187B98E2A3'",49.38426,"b'CANADA - Ontario'",-84.75627,"b'Tim Hughes'",0.0,268.2771,0,0.701,145.962,4,1.0,"b'Dance'",2007,0.6998677427291583,0.6423553254367379,0.37034677312620534,b'Happy Day',22050,0.0,0.0,0,-7.205,1,268.277,b'TRAMPXI128F931154A'
3721,"b'SOCZBGK12AB0187C35'",725532,"b'A Little Louder / Dreams'","b'ARHP6H31187FB4A38C'",27.9758,"b'Florida'",-81.54106,"b'DJ Icey'",0.0,325.98159,11,0.062,132.986,4,0.333,"b'A Little Louder'",2003,nan,0.6823206111515216,0.4331265875624821,b'A Little Louder / Dreams',22050,0.34,0.0,11,-6.705,1,325.982,b'TRAMQBK12903CDA356'
3722,"b'SOFWEJY12A8C131DF1'",210302,"b'Azure'","b'ARLTWXK1187FB5A3F8'",32.74863,"b'Fort Worth TX'",-97.32925,"b'King Curtis'",0.0,169.01179,5,0.462,43.211,4,0.0,"b'Misty'",0,nan,0.57569229865718,0.3668207876397976,b'Azure',22050,0.357,0.0,5,-18.199,0,163.463,b'TRAMQCL128F426F80D'
3723,"b'SOAIEMM12AB017EC98'",448018,"b'Warpaint Live'","b'ARUKN9H1187B9B71C8'",,"b'Atlanta GA'",,"b'The Black Crowes'",0.0,254.74567,7,0.359,98.176,1,0.021,"b'Locust Street (Album Version)'",0,nan,0.797420740746604,0.5364000107927084,b'Warpaint Live',22050,0.0,0.0,7,-7.183,1,248.105,b'TRAMQEB128F9306B3A'
3724,"b'SOHPFBD12A8C133971'",188189,"b'Wild Imagination'","b'AREXX3T1187B989950'",38.8991,"b'Washington'",-77.029,"b'Scott Krippayne'",0.0,230.00771,1,0.073,96.0,4,0.145,"b'The Main Thing (LP Version)'",0,0.0,0.5570261643754362,0.3203064969873311,b'Wild Imagination',22050,0.0,0.0,1,-7.82,1,216.102,b'TRAMQFO128F423CC4A'
3725,"b'SOBWYOK12A6D4F9314'",35114,"b'Super Riddim Internacional Volumen 1'","b'ARF1E421187B9AF8C4'",,"b''",,"b'El Gran Silencio'",0.0,300.09424,7,0.156,143.947,4,0.793,"b'Ayer'",0,0.2538347361322313,0.6398833040929351,0.37549448349380743,b'Super Riddim Internacional Volumen 1',22050,0.178,0.0,7,-6.195,1,294.116,b'TRAMQKM128F1474EEE'
3726,"b'SOVEVBC12AB0185DCB'",460246,"b'Drama_ Spiel und Blut (Das Archiv Teil 1)'","b'ARFY8NV1187B9B1961'",,"b''",,"b'Der Moderne Man'",0.0,195.18649,5,0.108,148.244,4,0.0,"b'Sinnloz/ Anakonda (live)'",0,nan,0.419034024131271,0.29398439015383726,b'Drama_ Spiel und Blut (Das Archiv Teil 1)',22050,0.0,0.0,5,-8.702,1,195.186,b'TRAMQKQ128F93291A3'
3727,"b'SOSRUNU12A6D4F988C'",75091,"b'Neendran'","b'ARCT2BM1187FB3D02A'",,"b''",,"b'Babbu Maan'",0.0,227.7873,4,0.518,94.986,4,0.48,"b'Kudian Kudian'",0,0.0,0.4480665608281832,0.304830331568971,b'Neendran',22050,0.183,0.0,4,-7.159,0,221.861,b'TRAMQMX128EF34EF23'
3728,"b'SOGOFSR12A8C13CE47'",219138,"b"Broker's Banquet"","b'ARLK1A71187B9AECD2'",,"b'Austin'",,"b'Yuppie Pricks'",0.0,134.50404,11,0.647,106.662,4,0.0,"b'Prick For President'",0,0.0,0.4816270654184094,0.35732904198450727,b"Broker's Banquet",22050,0.0,0.0,11,-1.83,1,130.763,b'TRAMQSY128F4286540'
3729,"b'SOYZBUV12A8C1393FD'",255383,"b'Somewhere'","b'AR0JEOI1187B98B918'",31.1689,"b'Texas'",-100.07715,"b'Erik Berglund'",0.0,354.66404,10,0.837,79.632,5,0.475,"b'Ave Maria'",0,nan,0.37703408512839853,0.3361911556849339,b'Somewhere',22050,0.444,0.0,10,-9.473,1,342.239,b'TRAMQWV128F425C3DA'
3730,"b'SOZMMFV12AB0183F74'",662089,"b'Greatest Hits'","b'ARDQO721187FB3C6D9'",,"b''",,"b'Rodney O & Joe Cooley'",0.0,346.22649,6,0.634,118.933,4,1.0,"b'Supercuts'",1995,0.3867901771390143,0.41578460769961484,0.30790209386949613,b'Greatest Hits',22050,2.264,0.0,6,-13.262,0,322.74,b'TRAMRBW12903CA654C'
3731,"b'SOYDZUT12A8C13677D'",153947,"b'Hurricane Bar'","b'ARR6MOS1187B994C51'",,"b'Borl\xc3\xa4nge'",,"b'Mando Diao'",0.0,182.282,9,0.384,150.276,4,0.719,"b"Annie's Angle"",2004,0.6442200776822847,0.8077799277958447,0.4868254134991674,b'Hurricane Bar',22050,0.0,0.0,9,-4.8,1,174.022,b'TRAMRFE128F4267DF3'
3732,"b'SOJUTVA12A8151E862'",273745,"b'The Hit Factory'","b'ARYHTYH11EBCD7C884'",,"b''",,"b'The Hit Factory'",0.0,233.76934,9,1.0,133.29,4,0.0,"b'Explode (Instrumental)'",0,0.0,0.20472576641280416,0.0,b'The Hit Factory',22050,1.123,0.0,9,-7.027,0,217.948,b'TRAMRKN128F424E9B2'
3733,"b'SOSMUCO12A8C13AE8E'",295117,"b'Verdi Arias'","b'ARUKJUP12086C14589'",,"b''",,"b'Ram\xc3\xb3n Vargas'",0.0,255.21587,8,0.915,126.07,4,0.787,"b'Dal labbro il canto'",0,nan,0.39174139414810444,0.2912648117531004,b'Verdi Arias',22050,7.262,0.0,8,-28.536,1,237.047,b'TRAMROF128F428ED37'
3734,"b'SOUVAZT12AB017C119'",700475,"b'Reggae Lasting Love Songs - Vol. 5'","b'ARVMOTP1187B99720F'",,"b''",,"b'Barbara Jones'",0.0,224.91383,2,0.711,165.754,4,0.0,"b'You Are Always On My Mind'",0,nan,0.4226546182940833,0.34805816326308775,b'Reggae Lasting Love Songs - Vol. 5',22050,2.432,0.0,2,-7.055,1,215.522,b'TRAMRQS12903D0FD39'
3735,"b'SOVGPMI12AB0183BA2'",338275,"b'I Want Your Soul For Christmas'","b'AR2OPWW1187B9A5057'",,"b'Seattle WA'",,"b'Schoolyard Heroes'",0.0,103.41832,6,0.32,86.409,1,0.0,"b'Dreidel_ Dreidel_ Dreidel_ Dreidel!'",0,0.0,0.6167528648398227,0.37072581745115313,b'I Want Your Soul For Christmas',22050,0.92,0.0,6,-5.898,1,99.312,b'TRAMRVN128F92F543E'
3736,"b'SOPRCGJ12A58A80410'",55215,"b'Arturo Sandoval & The Latin Train'","b'ARNITNO1187FB555D3'",22.81751,"b'Artemisa Cuba'",-82.7603,"b'Arturo Sandoval'",0.0,315.48036,5,0.169,200.42,1,0.157,"b'Waheera'",1995,0.40790171721807383,0.5614646464110922,0.423527584809167,b'Arturo Sandoval & The Latin Train',22050,2.374,0.0,5,-11.105,0,303.705,b'TRAMRWS128F14985A2'
3737,"b'SOEWQBT12AC3DF93A7'",776208,"b'The Green Album'","b'AR3U3G01187FB58BA7'",,"b''",,"b'Christie Hennessy'",0.0,180.76689,7,0.866,130.588,1,0.0,"b'The All-Ireland'",0,nan,0.4139599417431624,0.3165494603255641,b'The Green Album',22050,0.16,0.0,7,-16.183,1,173.082,b'TRAMRXD12903CE8BB1'
3738,"b'SOWFZZY12A8C142E99'",657176,"b'I am_ you are_ he/she/it is'","b'ARPYTUA1257509E91A'",,"b''",,"b'Sirka Ragnar'",0.0,177.94567,7,0.713,160.03,4,0.635,"b'Port now!'",2007,0.4116221516199565,0.5484588557517361,0.0,b'I am_ you are_ he/she/it is',22050,0.0,0.0,7,-5.076,0,177.946,b'TRAMRXM128F92F46D7'
3739,"b'SOYDJQU12AB018BD6F'",795486,"b'All At Sea / Julia'","b'AR45GMQ1187FB466DA'",,"b'London UK-England'",,"b'Richard Walters'",0.0,193.93261,10,0.911,127.719,3,0.644,"b'All at sea'",0,nan,0.546919389228426,0.3852995882958378,b'All At Sea / Julia',22050,5.724,0.0,10,-9.627,1,191.617,b'TRAMRZO12903CA82FB'
3740,"b'SOIARWN12AF72A5A63'",479604,"b'Sirens'","b'ARJGQJD1187B997A00'",,"b'Buffalo NY'",,"b'It Dies Today'",0.0,184.24118,6,0.615,160.126,4,0.122,"b'Sixth of June'",2007,0.7084867188414631,0.7722304390383146,0.5115767829276756,b'Sirens',22050,3.448,0.0,6,-3.337,0,180.297,b'TRAMSAY128F92ED0DD'
3741,"b'SOWWQST12A8AE4675B'",185809,"b'Que Vuelva La Musica'","b'ARSZVAK1187FB4A9F0'",,"b''",,"b'Richie Ray & Bobby Cruz'",0.0,209.162,7,0.069,109.505,4,0.575,"b'El Gallo Y La Vaca'",2005,nan,0.5081245337360827,0.3604251064827873,b'Que Vuelva La Musica',22050,0.0,0.0,7,-2.348,1,205.845,b'TRAMSBQ128F4238B2D'
3742,"b'SOKSSME12AB0187610'",575781,"b'Isle of Golden Dreams - Capital Years (1948 - 1952)'","b'ARZNQEM11F4C83B660'",,"b''",,"b'Les Paul_ Mary Ford'",0.0,158.40608,11,0.288,200.562,1,0.0,"b'Goofus'",0,nan,0.4626423212761609,0.3700578290505779,b'Isle of Golden Dreams - Capital Years (1948 - 1952)',22050,0.276,0.0,11,-8.148,1,153.548,b'TRAMSDM12903CAAB21'
3743,"b'SOSOEOS12AC468911E'",782602,"b'LeftBack'","b'ARF3FBD1187FB40B90'",,"b'Durham NC'",,"b'Little Brother'",0.0,245.28934,11,0.542,100.415,4,1.0,"b'Second Chances feat. Bilal & Darien Brockington'",2010,0.6753342101240023,0.7346303182200493,0.4955230450576653,b'LeftBack',22050,0.0,0.0,11,-7.534,0,242.399,b'TRAMSGC12903CF9375'
3744,"b'SOIRCZT12A8C13F724'",168061,"b'Anthologia - Kostas Virvos'","b'ARZXTUO12509411DAE'",,"b''",,"b'Vaggelis Perpiniadis'",0.0,174.52363,2,0.0,108.556,1,0.099,"b'To Diazigio'",0,nan,0.037561755079218,0.0,b'Anthologia - Kostas Virvos',22050,0.0,0.0,2,-10.42,1,172.333,b'TRAMSIE128F42904B2'
3745,"b'SOXHXDU12A8C13BAF0'",112605,"b'Messiaen Oeuvres Orgue'","b'AR342K51187B98B571'",,"b''",,"b'Olivier Messiaen'",0.0,462.0273,2,0.878,131.619,4,0.706,"b'Les Corps Glorieux (7 Visions De La Vie Des Ressuscit\xc3\xa9s) (1939) : VII Le Myst\xc3\xa8re De La Sainte-Trinit\xc3\xa9'",0,nan,0.5908045142095237,0.41910041303433604,b'Messiaen Oeuvres Orgue',22050,0.655,0.0,2,-42.472,1,408.213,b'TRAMSIH128F42990AB'
3746,"b'SOAOXXE12AB0182517'",556943,"b"I've Got the World On a String"","b'AR137UW1187B98CCBA'",,"b''",,"b'Charlie Byrd Trio'",0.0,267.4673,7,0.403,161.694,1,0.0,"b"Travellin' On"",0,nan,0.3947682706531907,0.17541118109433804,b"I've Got the World On a String",22050,0.571,0.0,7,-21.115,1,252.703,b'TRAMSLB128F9341812'
3747,"b'SODSKGE12A8C144435'",611966,"b'Lost Treasures: Rare And Unreleased'","b'ARJUNZD1187B9A5DAE'",34.07292,"b'BEVERLY HILLS California'",-118.39981,"b'Herb Alpert And The Tijuana Brass'",0.0,126.79791,2,0.75,184.279,1,0.114,"b'Flowers On The Wall'",0,0.0,0.5524167322191708,0.4813690532756141,b'Lost Treasures: Rare And Unreleased',22050,0.145,0.0,2,-9.144,0,120.802,b'TRAMSSA128F92F60D1'
3748,"b'SOBNYPF12AB0179B22'",532011,"b'Listening Tree'","b'AR8U8G41187B9A833B'",,"b''",,"b'Tim Exile'",0.0,305.55383,10,0.255,116.795,4,0.772,"b'Family Galaxy'",2009,0.5500083601193787,0.6205019249164577,0.3018470948111364,b'Listening Tree',22050,0.0,0.0,10,-6.628,0,293.03,b'TRAMSSK128F92FDC80'
3749,"b'SOCQTHA12AB0181C33'",463600,"b'Fall In Love'","b'ARTWNNQ1187B9A15BC'",,"b''",,"b'Glen Ricks'",0.0,218.87955,4,0.0,84.994,4,0.527,"b'Fall In Love'",0,nan,0.3298032105782184,0.25656217975839135,b'Fall In Love',22050,0.169,0.0,4,-11.442,1,211.586,b'TRAMSTR128F9331A3B'
3750,"b'SOVJSWO12A8C13426D'",142324,"b'Polkas de mi Tierra'","b'ARSWXNX1187FB3D04E'",-37.0907,"b'Argentina'",-63.58481,"b'Chango Spasiuk'",0.0,36.20526,5,0.093,84.212,1,0.904,"b'Autores Anonimos'",1998,0.24906579485370342,0.4682509114975055,0.41084158724086123,b'Polkas de mi Tierra',22050,0.206,0.0,5,-19.65,1,36.205,b'TRAMSUE128F424B61F'
3751,"b'SOZUCVS12AB0182119'",519476,"b'First War Of The World'","b'ARH24021187FB4DEA1'",51.42721,"b'Nordrhein-Westfalen'",7.66379,"b'Black Messiah'",0.0,488.41098,2,0.283,124.037,4,0.497,"b'Gullveig'",2009,0.5971087960725365,0.5067763304136886,0.42779771893775925,b'First War Of The World',22050,0.0,0.0,2,-5.461,1,480.885,b'TRAMTFQ128F9352EDB'
3752,"b'SODICKC12AB0186806'",468698,"b'My secret life'","b'ARSPQ0H1187B999944'",54.97938,"b'Walker-on-Tyne England'",-1.54508,"b'Eric Burdon'",0.0,232.64608,2,0.92,145.858,4,0.745,"b'Motorcycle girl'",2004,0.3603705827121406,0.6010690522149722,0.3591859927517973,b'My secret life',22050,0.206,0.0,2,-7.111,0,227.817,b'TRAMTIH128F933E8E4'
